,topic,fit
572,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.708438187
573,motor--car--proverb--india--trust--tree--tea--inflorescence--cent--sign,0.779578744
574,watt--oregon--game--claim--indian--goodwin--tuscany--sawdust--alaska--road,0.760024465
575,concert--ab--monetary--cave--musical--progress--fallacy--coin--islam--hagar,0.602553716
576,japanese--war--russian--negro--russia--japan--sea--story--czar--battle,0.635916272
577,watt--oregon--game--claim--indian--goodwin--tuscany--sawdust--alaska--road,0.791976998
578,blind--potemkin--clock--advice--golf--sight--golfer--opossum--wilderness--actress,0.558111186
579,ireland--irish--law--god--international--state--novel--millionaire--widow--unite,0.579427315
580,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.740337926
581,teacher--education--college--latin--greek--officer--club--teach--school--revival,0.704196523
582,southern--macdonald--jungle--standish--breton--room--england--ball--scene--lyman,0.490453277
583,mexico--brown--mexican--parliament--salon--thompson--voyage--city--thing--texas,0.570020716
584,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.783998357
585,moran--ipswich--regulator--tree--north--newman--inn--limb--family--movement,0.629124701
586,violin--lonely--varnish--setter--hutton--curate--chemise--maker--dog--strangely,0.704192986
587,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.748860149
588,violin--lonely--varnish--setter--hutton--curate--chemise--maker--dog--strangely,0.50601676
589,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.773734673
590,dutch--pirate--colonial--story--dependency--tropical--marquis--holland--bourbon--cobalt,0.803502513
591,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.790199605
592,mister--puritanism--kropotkin--dolomite--lang--gun--titan--country--journalism--travel,0.516466213
593,courtship--widow--testament--story--tariff--dollar--charter--california--luck--protection,0.593930415
594,cook--balkan--pink--provence--turkish--shave--beautiful--deposit--bank--barrow,0.605282834
595,huguenot--montaigne--gracchus--dyke--court--wise--detective--tiberius--decision--old,0.505965417
596,constitution--pilgrim--couch--flexible--holland--gondola--protestantism--petticoat--character--policeman,0.556094162
597,mexico--brown--mexican--parliament--salon--thompson--voyage--city--thing--texas,0.423770339
598,teacher--education--college--latin--greek--officer--club--teach--school--revival,0.532181428
599,letter--st--saint--dr--church--life--war--article--constitution--parish,0.559008691
600,animal--iowa--worry--revenge--firm--seton--pigeon--territory--ghastly--delicate,0.776650151
601,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.761559894
602,watt--oregon--game--claim--indian--goodwin--tuscany--sawdust--alaska--road,0.678479794
603,holland--journey--emigrant--slum--oregon--family--hoe--unappreciated--respectability--markham,0.780233779
604,motor--car--proverb--india--trust--tree--tea--inflorescence--cent--sign,0.769614089
605,japanese--war--russian--negro--russia--japan--sea--story--czar--battle,0.748377982
606,ship--crow--caretaker--nightingale--countess--glass--physical--miniature--salisbury--medical,0.539706733
607,animal--iowa--worry--revenge--firm--seton--pigeon--territory--ghastly--delicate,0.722839769
608,browne--preach--insurance--messenger--theory--rev--memory--child--shore--horse,0.777542539
609,rhyme--tennis--bronte--tower--telegram--volcano--rhymer--tibetan--short--tall,0.465816563
610,dutch--pirate--colonial--story--dependency--tropical--marquis--holland--bourbon--cobalt,0.742198572
611,letter--st--saint--dr--church--life--war--article--constitution--parish,0.789138669
612,advertise--story--hawthorne--romance--shop--dryad--col--canadian--williamson--tide,0.606584531
613,gaunt--pilgrimage--brush--saga--canterbury--hakluyt--hat--library--attachment--happiness,0.499923198
614,mexico--brown--mexican--parliament--salon--thompson--voyage--city--thing--texas,0.603326143
615,motor--car--proverb--india--trust--tree--tea--inflorescence--cent--sign,0.732653017
616,motor--car--proverb--india--trust--tree--tea--inflorescence--cent--sign,0.603051225
617,japanese--war--russian--negro--russia--japan--sea--story--czar--battle,0.77801633
618,teacher--education--college--latin--greek--officer--club--teach--school--revival,0.675597393
619,book--plant--plate--stevenson--auction--hawaiian--canal--child--burr--venice,0.782486465
620,shakespeare--river--regiment--poe--confederate--alabama--satire--ohio--anthology--map,0.651209491
621,japanese--war--russian--negro--russia--japan--sea--story--czar--battle,0.589331335
622,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.351515902
623,huguenot--montaigne--gracchus--dyke--court--wise--detective--tiberius--decision--old,0.569520976
624,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.700880601
625,antarctic--mission--ice--forestry--china--rat--polar--winter--mile--probationer,0.67368517
626,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.399408312
627,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.7547402
628,advertise--story--hawthorne--romance--shop--dryad--col--canadian--williamson--tide,0.538805637
629,shakespeare--river--regiment--poe--confederate--alabama--satire--ohio--anthology--map,0.543732948
630,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.73779622
631,browne--preach--insurance--messenger--theory--rev--memory--child--shore--horse,0.493440967
632,constitution--pilgrim--couch--flexible--holland--gondola--protestantism--petticoat--character--policeman,0.4713534
633,blind--potemkin--clock--advice--golf--sight--golfer--opossum--wilderness--actress,0.774862229
634,watt--oregon--game--claim--indian--goodwin--tuscany--sawdust--alaska--road,0.664396002
635,ireland--irish--law--god--international--state--novel--millionaire--widow--unite,0.61029462
636,card--reverend--young--strategy--mare--foley--delegate--memoir--los--walk,0.61205769
637,ye--mendelssohn--hauptmann--personality--candidate--violin--grayson--speller--revolutionist--maeterlinck,0.628978534
638,card--reverend--young--strategy--mare--foley--delegate--memoir--los--walk,0.618434796
639,empress--emperor--bank--currency--imperial--tuskegee--dowager--chemistry--universe--court,0.602621617
640,huguenot--montaigne--gracchus--dyke--court--wise--detective--tiberius--decision--old,0.782259485
641,japanese--war--russian--negro--russia--japan--sea--story--czar--battle,0.723577468
642,book--plant--plate--stevenson--auction--hawaiian--canal--child--burr--venice,0.625458064
643,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.760341946
644,japanese--war--russian--negro--russia--japan--sea--story--czar--battle,0.79914471
645,yacht--island--young--lotto--utopia--friend--soto--dolor--story--bahama,0.617765178
646,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.389559288
647,ireland--irish--law--god--international--state--novel--millionaire--widow--unite,0.681828304
648,dutch--pirate--colonial--story--dependency--tropical--marquis--holland--bourbon--cobalt,0.526599075
649,watt--oregon--game--claim--indian--goodwin--tuscany--sawdust--alaska--road,0.751710947
650,japanese--war--russian--negro--russia--japan--sea--story--czar--battle,0.763610546
651,japanese--war--russian--negro--russia--japan--sea--story--czar--battle,0.767375095
652,mexico--brown--mexican--parliament--salon--thompson--voyage--city--thing--texas,0.633431509
653,ireland--irish--law--god--international--state--novel--millionaire--widow--unite,0.410979001
654,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.521057129
655,japanese--war--russian--negro--russia--japan--sea--story--czar--battle,0.779211764
656,antarctic--mission--ice--forestry--china--rat--polar--winter--mile--probationer,0.615192592
657,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.787861104
658,jamaica--myth--cross--lodge--harding--novel--loomis--boston--medal--ball,0.771392643
659,courtship--widow--testament--story--tariff--dollar--charter--california--luck--protection,0.788552052
660,letter--st--saint--dr--church--life--war--article--constitution--parish,0.454848906
661,ireland--irish--law--god--international--state--novel--millionaire--widow--unite,0.767222892
662,exchange--bush--kentucky--atkinson--toll--zealand--stock--power--ky--jail,0.596649617
663,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.627140081
664,ireland--irish--law--god--international--state--novel--millionaire--widow--unite,0.728349074
665,huguenot--montaigne--gracchus--dyke--court--wise--detective--tiberius--decision--old,0.458939099
666,letter--st--saint--dr--church--life--war--article--constitution--parish,0.440408729
667,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.749374494
668,ship--crow--caretaker--nightingale--countess--glass--physical--miniature--salisbury--medical,0.801790308
669,book--plant--plate--stevenson--auction--hawaiian--canal--child--burr--venice,0.762037863
670,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.784078324
671,exchange--bush--kentucky--atkinson--toll--zealand--stock--power--ky--jail,0.758419911
672,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.747287627
673,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.431597025
674,ireland--party--rodin--catalina--irish--parliament--wale--head--cupid--abolitionist,0.34594652
675,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.666996346
676,yacht--island--young--lotto--utopia--friend--soto--dolor--story--bahama,0.667144631
677,book--plant--plate--stevenson--auction--hawaiian--canal--child--burr--venice,0.798466152
678,letter--st--saint--dr--church--life--war--article--constitution--parish,0.692783496
679,letter--st--saint--dr--church--life--war--article--constitution--parish,0.662928092
680,mister--puritanism--kropotkin--dolomite--lang--gun--titan--country--journalism--travel,0.781800079
681,card--reverend--young--strategy--mare--foley--delegate--memoir--los--walk,0.677437989
682,letter--st--saint--dr--church--life--war--article--constitution--parish,0.583599738
683,constantino--trinity--employment--dugald--tibet--puritan--anger--romance--evil--beach,0.614541173
684,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.760240129
685,garden--artist--congo--cather--curly--amish--queer--story--detective--arizona,0.727197718
686,ireland--party--rodin--catalina--irish--parliament--wale--head--cupid--abolitionist,0.622898254
687,hawker--thackeray--story--promoter--hound--marquise--xix--legend--newman--paper,0.777426474
688,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.678908188
689,teacher--education--college--latin--greek--officer--club--teach--school--revival,0.414890355
690,letter--st--saint--dr--church--life--war--article--constitution--parish,0.673209473
691,empress--emperor--bank--currency--imperial--tuskegee--dowager--chemistry--universe--court,0.727267939
692,shakespeare--river--regiment--poe--confederate--alabama--satire--ohio--anthology--map,0.387132356
693,huguenot--montaigne--gracchus--dyke--court--wise--detective--tiberius--decision--old,0.782405779
694,ireland--party--rodin--catalina--irish--parliament--wale--head--cupid--abolitionist,0.643612451
695,ship--crow--caretaker--nightingale--countess--glass--physical--miniature--salisbury--medical,0.404090443
696,ireland--irish--law--god--international--state--novel--millionaire--widow--unite,0.566215451
697,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.762912404
698,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.776106706
699,huguenot--montaigne--gracchus--dyke--court--wise--detective--tiberius--decision--old,0.602759317
700,advertise--story--hawthorne--romance--shop--dryad--col--canadian--williamson--tide,0.778478506
701,book--plant--plate--stevenson--auction--hawaiian--canal--child--burr--venice,0.78077702
702,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.742757558
703,garden--artist--congo--cather--curly--amish--queer--story--detective--arizona,0.773976665
704,teacher--education--college--latin--greek--officer--club--teach--school--revival,0.770373603
705,japanese--war--russian--negro--russia--japan--sea--story--czar--battle,0.799715376
706,cook--balkan--pink--provence--turkish--shave--beautiful--deposit--bank--barrow,0.778893685
707,ship--crow--caretaker--nightingale--countess--glass--physical--miniature--salisbury--medical,0.357534984
708,orchid--shrub--scab--tree--garden--villa--picture--yacht--text--picker,0.502042861
709,ship--crow--caretaker--nightingale--countess--glass--physical--miniature--salisbury--medical,0.615886005
710,book--plant--plate--stevenson--auction--hawaiian--canal--child--burr--venice,0.749316791
711,teacher--education--college--latin--greek--officer--club--teach--school--revival,0.71929437
712,card--reverend--young--strategy--mare--foley--delegate--memoir--los--walk,0.02
713,japanese--war--russian--negro--russia--japan--sea--story--czar--battle,0.762863254
714,southern--macdonald--jungle--standish--breton--room--england--ball--scene--lyman,0.790658379
715,gaunt--pilgrimage--brush--saga--canterbury--hakluyt--hat--library--attachment--happiness,0.750789918
716,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.760060507
717,shakespeare--river--regiment--poe--confederate--alabama--satire--ohio--anthology--map,0.470143725
718,japanese--war--russian--negro--russia--japan--sea--story--czar--battle,0.760692344
719,advertise--story--hawthorne--romance--shop--dryad--col--canadian--williamson--tide,0.758151177
720,watt--oregon--game--claim--indian--goodwin--tuscany--sawdust--alaska--road,0.678869457
721,advertise--story--hawthorne--romance--shop--dryad--col--canadian--williamson--tide,0.484145378
722,irish--crockett--maid--sir--waif--galloway--garden--vidal--story--church,0.807219485
723,yacht--island--young--lotto--utopia--friend--soto--dolor--story--bahama,0.747616171
724,teacher--education--college--latin--greek--officer--club--teach--school--revival,0.585414376
725,ireland--irish--law--god--international--state--novel--millionaire--widow--unite,0.724976171
726,letter--st--saint--dr--church--life--war--article--constitution--parish,0.790197516
727,thy--hewlett--polo--irish--italy--isidro--review--jacobite--meter--fool,0.741513288
728,thy--hewlett--polo--irish--italy--isidro--review--jacobite--meter--fool,0.773103861
729,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.744319513
730,japanese--war--russian--negro--russia--japan--sea--story--czar--battle,0.758459961
731,advertise--story--hawthorne--romance--shop--dryad--col--canadian--williamson--tide,0.753926445
732,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.736734327
733,letter--st--saint--dr--church--life--war--article--constitution--parish,0.76861954
734,hawker--thackeray--story--promoter--hound--marquise--xix--legend--newman--paper,0.744081761
735,gaunt--pilgrimage--brush--saga--canterbury--hakluyt--hat--library--attachment--happiness,0.522524145
736,book--plant--plate--stevenson--auction--hawaiian--canal--child--burr--venice,0.751074056
737,irish--crockett--maid--sir--waif--galloway--garden--vidal--story--church,0.651088915
738,motor--car--proverb--india--trust--tree--tea--inflorescence--cent--sign,0.746828257
739,animal--iowa--worry--revenge--firm--seton--pigeon--territory--ghastly--delicate,0.598911527
740,jamaica--myth--cross--lodge--harding--novel--loomis--boston--medal--ball,0.601822188
741,garden--artist--congo--cather--curly--amish--queer--story--detective--arizona,0.676316611
742,irish--crockett--maid--sir--waif--galloway--garden--vidal--story--church,0.789412382
743,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.447413465
744,holland--journey--emigrant--slum--oregon--family--hoe--unappreciated--respectability--markham,0.785338988
745,book--plant--plate--stevenson--auction--hawaiian--canal--child--burr--venice,0.699829205
746,letter--st--saint--dr--church--life--war--article--constitution--parish,0.787943679
747,hawker--thackeray--story--promoter--hound--marquise--xix--legend--newman--paper,0.797182786
748,irish--crockett--maid--sir--waif--galloway--garden--vidal--story--church,0.793027854
749,cook--balkan--pink--provence--turkish--shave--beautiful--deposit--bank--barrow,0.497985347
750,gaunt--pilgrimage--brush--saga--canterbury--hakluyt--hat--library--attachment--happiness,0.76025261
751,constantino--trinity--employment--dugald--tibet--puritan--anger--romance--evil--beach,0.64290366
752,letter--st--saint--dr--church--life--war--article--constitution--parish,0.798949256
753,watt--oregon--game--claim--indian--goodwin--tuscany--sawdust--alaska--road,0.530250517
754,japanese--war--russian--negro--russia--japan--sea--story--czar--battle,0.477724605
755,orchid--shrub--scab--tree--garden--villa--picture--yacht--text--picker,0.790738868
756,ireland--party--rodin--catalina--irish--parliament--wale--head--cupid--abolitionist,0.610532695
757,ye--mendelssohn--hauptmann--personality--candidate--violin--grayson--speller--revolutionist--maeterlinck,0.681111617
758,dutch--pirate--colonial--story--dependency--tropical--marquis--holland--bourbon--cobalt,0.768004557
759,jamaica--myth--cross--lodge--harding--novel--loomis--boston--medal--ball,0.806480136
760,thy--hewlett--polo--irish--italy--isidro--review--jacobite--meter--fool,0.635063289
761,japanese--war--russian--negro--russia--japan--sea--story--czar--battle,0.760785546
762,constantino--trinity--employment--dugald--tibet--puritan--anger--romance--evil--beach,0.49287474
763,courtship--widow--testament--story--tariff--dollar--charter--california--luck--protection,0.786308119
764,letter--st--saint--dr--church--life--war--article--constitution--parish,0.554429102
765,browne--preach--insurance--messenger--theory--rev--memory--child--shore--horse,0.513408012
766,gaunt--pilgrimage--brush--saga--canterbury--hakluyt--hat--library--attachment--happiness,0.770105667
767,garden--artist--congo--cather--curly--amish--queer--story--detective--arizona,0.791940237
768,letter--st--saint--dr--church--life--war--article--constitution--parish,0.783423097
769,courtship--widow--testament--story--tariff--dollar--charter--california--luck--protection,0.785115741
770,japanese--war--russian--negro--russia--japan--sea--story--czar--battle,0.754479391
771,japanese--war--russian--negro--russia--japan--sea--story--czar--battle,0.774485599
772,card--reverend--young--strategy--mare--foley--delegate--memoir--los--walk,0.789123021
773,japanese--war--russian--negro--russia--japan--sea--story--czar--battle,0.7709508
774,ireland--irish--law--god--international--state--novel--millionaire--widow--unite,0.74689606
775,huguenot--montaigne--gracchus--dyke--court--wise--detective--tiberius--decision--old,0.392145449
776,ireland--party--rodin--catalina--irish--parliament--wale--head--cupid--abolitionist,0.754241414
777,japanese--war--russian--negro--russia--japan--sea--story--czar--battle,0.785421318
778,book--plant--plate--stevenson--auction--hawaiian--canal--child--burr--venice,0.770442738
779,hawker--thackeray--story--promoter--hound--marquise--xix--legend--newman--paper,0.785083866
780,hawker--thackeray--story--promoter--hound--marquise--xix--legend--newman--paper,0.822215662
781,teacher--education--college--latin--greek--officer--club--teach--school--revival,0.776732429
782,antarctic--mission--ice--forestry--china--rat--polar--winter--mile--probationer,0.781249493
783,cook--balkan--pink--provence--turkish--shave--beautiful--deposit--bank--barrow,0.784006508
784,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.769212995
785,jamaica--myth--cross--lodge--harding--novel--loomis--boston--medal--ball,0.780392118
786,ship--crow--caretaker--nightingale--countess--glass--physical--miniature--salisbury--medical,0.819212384
787,irish--crockett--maid--sir--waif--galloway--garden--vidal--story--church,0.786995546
788,letter--st--saint--dr--church--life--war--article--constitution--parish,0.782209591
789,animal--iowa--worry--revenge--firm--seton--pigeon--territory--ghastly--delicate,0.805672816
790,ireland--irish--law--god--international--state--novel--millionaire--widow--unite,0.785978976
791,watt--oregon--game--claim--indian--goodwin--tuscany--sawdust--alaska--road,0.77732107
792,ye--mendelssohn--hauptmann--personality--candidate--violin--grayson--speller--revolutionist--maeterlinck,0.799813851
793,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.783329856
794,japanese--war--russian--negro--russia--japan--sea--story--czar--battle,0.767798446
795,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.785886727
796,bacon--balloon--anarchist--soil--ghost--howell--charter--airship--sociology--mad,0.796840265
797,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.796751793
798,letter--st--saint--dr--church--life--war--article--constitution--parish,0.745164119
799,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.766403735
800,japanese--war--russian--negro--russia--japan--sea--story--czar--battle,0.638415557
801,japanese--war--russian--negro--russia--japan--sea--story--czar--battle,0.731134005
802,watt--oregon--game--claim--indian--goodwin--tuscany--sawdust--alaska--road,0.759231623
803,browne--preach--insurance--messenger--theory--rev--memory--child--shore--horse,0.765771003
804,motor--car--proverb--india--trust--tree--tea--inflorescence--cent--sign,0.775796451
805,southern--macdonald--jungle--standish--breton--room--england--ball--scene--lyman,0.781082451
806,garden--artist--congo--cather--curly--amish--queer--story--detective--arizona,0.742759912
807,teacher--education--college--latin--greek--officer--club--teach--school--revival,0.801622254
808,mister--puritanism--kropotkin--dolomite--lang--gun--titan--country--journalism--travel,0.785563002
809,letter--st--saint--dr--church--life--war--article--constitution--parish,0.782523588
810,card--reverend--young--strategy--mare--foley--delegate--memoir--los--walk,0.765341223
811,ireland--irish--law--god--international--state--novel--millionaire--widow--unite,0.778872346
812,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.738219347
813,moran--ipswich--regulator--tree--north--newman--inn--limb--family--movement,0.650424552
814,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.783460119
815,watt--oregon--game--claim--indian--goodwin--tuscany--sawdust--alaska--road,0.639841591
816,holland--journey--emigrant--slum--oregon--family--hoe--unappreciated--respectability--markham,0.774171346
817,letter--st--saint--dr--church--life--war--article--constitution--parish,0.576443522
818,irish--crockett--maid--sir--waif--galloway--garden--vidal--story--church,0.783702362
819,letter--st--saint--dr--church--life--war--article--constitution--parish,0.780915283
820,japanese--war--russian--negro--russia--japan--sea--story--czar--battle,0.741963007
821,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.740744578
822,moran--ipswich--regulator--tree--north--newman--inn--limb--family--movement,0.790428793
823,advertise--story--hawthorne--romance--shop--dryad--col--canadian--williamson--tide,0.770631894
824,letter--st--saint--dr--church--life--war--article--constitution--parish,0.766086105
825,watt--oregon--game--claim--indian--goodwin--tuscany--sawdust--alaska--road,0.399433884
826,courtship--widow--testament--story--tariff--dollar--charter--california--luck--protection,0.755337048
827,gaunt--pilgrimage--brush--saga--canterbury--hakluyt--hat--library--attachment--happiness,0.763865712
828,irish--crockett--maid--sir--waif--galloway--garden--vidal--story--church,0.796356766
829,southern--macdonald--jungle--standish--breton--room--england--ball--scene--lyman,0.765127061
830,garden--artist--congo--cather--curly--amish--queer--story--detective--arizona,0.79488092
831,japanese--war--russian--negro--russia--japan--sea--story--czar--battle,0.766333034
832,letter--st--saint--dr--church--life--war--article--constitution--parish,0.772777434
833,hawker--thackeray--story--promoter--hound--marquise--xix--legend--newman--paper,0.789104897
834,japanese--war--russian--negro--russia--japan--sea--story--czar--battle,0.483136281
835,ireland--irish--law--god--international--state--novel--millionaire--widow--unite,0.73445724
836,letter--st--saint--dr--church--life--war--article--constitution--parish,0.712015948
837,mexico--brown--mexican--parliament--salon--thompson--voyage--city--thing--texas,0.783899138
838,shakespeare--river--regiment--poe--confederate--alabama--satire--ohio--anthology--map,0.785605146
839,ireland--party--rodin--catalina--irish--parliament--wale--head--cupid--abolitionist,0.789348951
840,antarctic--mission--ice--forestry--china--rat--polar--winter--mile--probationer,0.750641011
841,ireland--party--rodin--catalina--irish--parliament--wale--head--cupid--abolitionist,0.760830035
842,violin--lonely--varnish--setter--hutton--curate--chemise--maker--dog--strangely,0.760182984
843,blind--potemkin--clock--advice--golf--sight--golfer--opossum--wilderness--actress,0.773864317
844,teacher--education--college--latin--greek--officer--club--teach--school--revival,0.725801341
845,letter--st--saint--dr--church--life--war--article--constitution--parish,0.766891225
846,yacht--island--young--lotto--utopia--friend--soto--dolor--story--bahama,0.770321063
847,ireland--irish--law--god--international--state--novel--millionaire--widow--unite,0.764541598
848,empress--emperor--bank--currency--imperial--tuskegee--dowager--chemistry--universe--court,0.79151924
849,ireland--party--rodin--catalina--irish--parliament--wale--head--cupid--abolitionist,0.742565473
850,irish--crockett--maid--sir--waif--galloway--garden--vidal--story--church,0.756490351
851,mexico--brown--mexican--parliament--salon--thompson--voyage--city--thing--texas,0.795797831
852,orchid--shrub--scab--tree--garden--villa--picture--yacht--text--picker,0.615633358
853,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.778391856
854,history--dr--volume--poet--work--prof--state--edition--life--poetry,0.767226224
855,letter--st--saint--dr--church--life--war--article--constitution--parish,0.756220316
856,teacher--education--college--latin--greek--officer--club--teach--school--revival,0.773686428
857,thy--hewlett--polo--irish--italy--isidro--review--jacobite--meter--fool,0.621408625
858,book--plant--plate--stevenson--auction--hawaiian--canal--child--burr--venice,0.552098032
859,shakespeare--river--regiment--poe--confederate--alabama--satire--ohio--anthology--map,0.692448198
860,letter--st--saint--dr--church--life--war--article--constitution--parish,0.772493562
861,teacher--education--college--latin--greek--officer--club--teach--school--revival,0.772121312